"Version compiled and posted on 04 April, 2018",,,,,,,,
"For real-time updates of the Arctic GRO dataset, please visit: www.arcticgreatrivers.org/data",,,,,,,,
,,,,,,,,
Date,Yenisey,Lena,Ob',Mackenzie,Yukon,Kolyma,Kolyma ,Notes
mm-dd-yyyy,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,Station ID,
1/1/1999,"9,700","3,360","5,720","3,930",,322,1803,
1/2/1999,"9,750","3,390","5,680","3,910",,328,1803,
1/3/1999,"9,800","3,420","5,630","3,880",,328,1803,
1/4/1999,"9,850","3,450","5,590","3,840",,324,1803,
1/5/1999,"9,800","3,480","5,550","3,800",,324,1803,
1/6/1999,"9,800","3,510","5,510","3,760",,324,1803,
1/7/1999,"9,800","3,540","5,470","3,730",,330,1803,
1/8/1999,"9,750","3,570","5,430","3,700",,315,1803,
1/9/1999,"9,750","3,600","5,390","3,670",,314,1803,
1/10/1999,"9,700","3,630","5,340","3,650",,312,1803,
1/11/1999,"9,650","3,660","5,300","3,630",,308,1803,
1/12/1999,"9,600","3,690","5,260","3,620",,314,1803,
1/13/1999,"9,550","3,720","5,220","3,610",,319,1803,
1/14/1999,"9,500","3,750","5,180","3,600",,323,1803,
1/15/1999,"9,450","3,730","5,140","3,600",,321,1803,
1/16/1999,"9,350","3,710","5,100","3,590",,319,1803,
1/17/1999,"9,350","3,690","5,060","3,590",,315,1803,
1/18/1999,"9,250","3,670","5,010","3,580",,311,1803,
1/19/1999,"9,200","3,650","4,970","3,580",,313,1803,
1/20/1999,"9,200","3,630","4,930","3,580",,311,1803,
1/21/1999,"9,100","3,610","4,890","3,580",,304,1803,
1/22/1999,"9,050","3,600","4,850","3,590",,302,1803,
1/23/1999,"8,950","3,580","4,810","3,590",,299,1803,
1/24/1999,"8,900","3,560","4,770","3,600",,297,1803,
1/25/1999,"8,850","3,540","4,730","3,600",,297,1803,
1/26/1999,"8,850","3,520","4,680","3,610",,297,1803,
1/27/1999,"8,800","3,500","4,640","3,620",,292,1803,
1/28/1999,"8,800","3,480","4,600","3,620",,275,1803,
1/29/1999,"8,750","3,460","4,560","3,610",,282,1803,
1/30/1999,"8,750","3,460","4,520","3,600",,299,1803,
1/31/1999,"8,700","3,450","4,480","3,600",,309,1803,
2/1/1999,"8,650","3,450","4,440","3,600",,303,1803,
2/2/1999,"8,650","3,450","4,400","3,590",,294,1803,
2/3/1999,"8,600","3,450","4,350","3,590",,287,1803,
2/4/1999,"8,500","3,440","4,310","3,580",,286,1803,
2/5/1999,"8,500","3,440","4,270","3,570",,282,1803,
2/6/1999,"8,550","3,440","4,230","3,560",,279,1803,
2/7/1999,"8,600","3,430","4,190","3,550",,274,1803,
2/8/1999,"8,600","3,430","4,170","3,540",,258,1803,
2/9/1999,"8,600","3,430","4,150","3,530",,258,1803,
2/10/1999,"8,600","3,420","4,130","3,520",,258,1803,
2/11/1999,"8,550","3,420","4,110","3,510",,258,1803,
2/12/1999,"8,550","3,420","4,090","3,500",,258,1803,
2/13/1999,"8,500","3,420","4,060","3,490",,259,1803,
2/14/1999,"8,500","3,410","4,040","3,480",,262,1803,
2/15/1999,"8,450","3,410","4,020","3,470",,264,1803,
2/16/1999,"8,450","3,410","4,000","3,460",,266,1803,
2/17/1999,"8,450","3,400","3,980","3,450",,269,1803,
2/18/1999,"8,450","3,400","3,960","3,440",,272,1803,
2/19/1999,"8,450","3,370","3,940","3,430",,272,1803,
2/20/1999,"8,500","3,330","3,920","3,420",,270,1803,
2/21/1999,"8,500","3,300","3,900","3,410",,269,1803,
2/22/1999,"8,550","3,270","3,880","3,400",,254,1803,
2/23/1999,"8,550","3,230","3,850","3,400",,255,1803,
2/24/1999,"8,550","3,200","3,830","3,400",,258,1803,
2/25/1999,"8,600","3,170","3,810","3,400",,258,1803,
2/26/1999,"8,600","3,130","3,790","3,390",,258,1803,
2/27/1999,"8,650","3,100","3,770","3,390",,258,1803,
2/28/1999,"8,650","3,070","3,770","3,380",,260,1803,
3/1/1999,"8,650","3,030","3,780","3,370",,260,1803,
3/2/1999,"8,650","3,000","3,780","3,360",,261,1803,
3/3/1999,"8,650","2,960","3,780","3,350",,264,1803,
3/4/1999,"8,650","2,930","3,780","3,330",,270,1803,
3/5/1999,"8,650","2,890","3,790","3,320",,267,1803,
3/6/1999,"8,650","2,860","3,790","3,300",,266,1803,
3/7/1999,"8,600","2,820","3,790","3,280",,266,1803,
3/8/1999,"8,550","2,790","3,800","3,260",,270,1803,
3/9/1999,"8,550","2,750","3,800","3,240",,270,1803,
3/10/1999,"8,500","2,720","3,800","3,220",,267,1803,
3/11/1999,"8,500","2,680","3,800","3,210",,267,1803,
3/12/1999,"8,450","2,660","3,810","3,200",,266,1803,
3/13/1999,"8,400","2,630","3,810","3,180",,266,1803,
3/14/1999,"8,400","2,610","3,810","3,150",,266,1803,
3/15/1999,"8,350","2,580","3,820","3,140",,267,1803,
3/16/1999,"8,250","2,560","3,820","3,120",,266,1803,
3/17/1999,"8,250","2,530","3,820","3,110",,266,1803,
3/18/1999,"8,300","2,510","3,820","3,120",,267,1803,
3/19/1999,"8,250","2,490","3,830","3,110",,267,1803,
3/20/1999,"8,250","2,460","3,830","3,110",,266,1803,
3/21/1999,"8,200","2,440","3,830","3,100",,266,1803,
3/22/1999,"8,200","2,410","3,840","3,110",,266,1803,
3/23/1999,"8,150","2,390","3,840","3,120",,266,1803,
3/24/1999,"8,150","2,360","3,840","3,140",,266,1803,
3/25/1999,"8,150","2,340","3,840","3,170",,266,1803,
3/26/1999,"8,100","2,320","3,850","3,190",,267,1803,
3/27/1999,"8,100","2,300","3,850","3,210",,270,1803,
3/28/1999,"8,100","2,290","3,840","3,210",,267,1803,
3/29/1999,"8,150","2,270","3,840","3,200",,264,1803,
3/30/1999,"8,150","2,250","3,830","3,180",,261,1803,
3/31/1999,"8,150","2,230","3,820","3,160",,260,1803,
4/1/1999,"8,150","2,210","3,820","3,140",,260,1803,
4/2/1999,"8,150","2,190","3,810","3,130",,260,1803,
4/3/1999,"8,150","2,180","3,800","3,110",,260,1803,
4/4/1999,"8,150","2,160","3,800","3,100",,260,1803,
4/5/1999,"8,100","2,140","3,790","3,090",,264,1803,
4/6/1999,"8,100","2,120","3,780","3,100",,266,1803,
4/7/1999,"8,100","2,150","3,770","3,110",,267,1803,
4/8/1999,"8,100","2,170","3,770","3,110",,267,1803,
4/9/1999,"8,260","2,200","3,760","3,110",,270,1803,
4/10/1999,"8,210","2,220","3,750","3,110",,272,1803,
4/11/1999,"8,210","2,250","3,750","3,110",,273,1803,
4/12/1999,"8,210","2,270","3,740","3,110",,273,1803,
4/13/1999,"8,210","2,300","3,730","3,110",,273,1803,
4/14/1999,"8,260","2,320","3,730","3,140",,273,1803,
4/15/1999,"8,420","2,350","3,720","3,160",,273,1803,
4/16/1999,"8,530","2,370","3,700","3,190",,273,1803,
4/17/1999,"8,580","2,400","3,700","3,200",,273,1803,
4/18/1999,"8,630","2,420","3,680","3,210",,273,1803,
4/19/1999,"8,680","2,450","3,670","3,220",,273,1803,
4/20/1999,"8,900","2,470","3,650","3,240",,273,1803,
4/21/1999,"8,960","2,500","3,640","3,260",,273,1803,
4/22/1999,"8,960","2,520","3,620","3,290",,273,1803,
4/23/1999,"9,130","2,550","3,710","3,330",,272,1803,
4/24/1999,"9,130","2,540","3,710","3,380",,272,1803,
4/25/1999,"9,130","2,540","3,730","3,420",,272,1803,
4/26/1999,"9,300","2,530","3,730","3,480",,272,1803,
4/27/1999,"9,300","2,520","3,730","3,540",,272,1803,
4/28/1999,"9,520","2,520","3,730","3,600",,272,1803,
4/29/1999,"9,580","2,510","3,740","3,690",,272,1803,
4/30/1999,"9,860","2,500","3,830","3,850",,272,1803,
5/1/1999,"9,920","2,500","3,850","4,160",,270,1803,
5/2/1999,"10,200","2,490","3,850","4,610",,267,1803,
5/3/1999,"10,300","2,480","3,940","5,000",,266,1803,
5/4/1999,"10,400","2,480","3,940","5,370",,267,1803,
5/5/1999,"10,700","2,470","4,100","5,750",,267,1803,
5/6/1999,"10,800","2,520","4,190","6,050",,267,1803,
5/7/1999,"11,000","2,570","4,340","6,590",,266,1803,
5/8/1999,"11,200","2,630","4,560","7,300",,264,1803,
5/9/1999,"11,400","2,680","4,840","7,970",,261,1803,
5/10/1999,"11,600","2,730","5,180","8,480",,261,1803,
5/11/1999,"11,900","2,780","5,490","8,780",,261,1803,
5/12/1999,"12,200","2,830","6,120","8,880",,261,1803,
5/13/1999,"12,600","2,880","6,710","8,940",,261,1803,
5/14/1999,"13,000","2,920","7,510","9,100",,261,1803,
5/15/1999,"13,700","2,970","8,400","9,590",,260,1803,
5/16/1999,"17,500","3,020","9,280","11,200",,260,1803,
5/17/1999,"24,600","3,420","10,100","13,300",,260,1803,
5/18/1999,"29,700","3,830","11,300","14,700",,278,1803,
5/19/1999,"33,100","4,230","12,400","20,000",,283,1803,
5/20/1999,"41,800","4,690","13,600","20,300",,290,1803,
5/21/1999,"60,100","5,460","14,800","18,400",,315,1803,
5/22/1999,"95,700","7,160","16,100","17,700",,328,1803,
5/23/1999,"129,000","9,110","17,700","17,000",,364,1803,
5/24/1999,"150,000","11,100","19,000","17,600",,418,1803,
5/25/1999,"150,000","13,900","20,500","18,300",,532,1803,
5/26/1999,"160,000","17,300","21,600","19,100",,880,1803,
5/27/1999,"166,000","21,900","22,500","19,300",,"2,100",1803,
5/28/1999,"169,000","26,900","23,700","18,500",,"3,330",1803,
5/29/1999,"155,000","32,400","24,800","22,100",,"4,190",1803,
5/30/1999,"146,000","38,100","25,900","23,500",,"5,100",1803,
5/31/1999,"147,000","46,500","27,200","20,900",,"6,615",1803,
6/1/1999,"146,000","54,500","29,300","19,600",,"10,100",1803,
6/2/1999,"130,000","56,900","30,800","18,400",,"17,900",1803,
6/3/1999,"119,000","62,800","32,900","17,900",,"24,900",1803,
6/4/1999,"114,000","105,000","36,500","17,500",,"32,900",1803,
6/5/1999,"106,000","97,200","39,600","16,900",,"39,800",1803,
6/6/1999,"98,600","94,700","41,500","16,800",,"40,500",1803,
6/7/1999,"95,200","95,700","42,200","17,400",,"42,200",1803,
6/8/1999,"87,900","94,500","42,500","17,600",,"39,500",1803,
6/9/1999,"82,400","94,900","42,600","17,900",,"37,800",1803,
6/10/1999,"76,000","88,000","42,800","18,000",,"36,500",1803,
6/11/1999,"69,700","83,900","43,100","17,500",,"34,700",1803,
6/12/1999,"62,100","79,900","43,200","17,000",,"32,600",1803,
6/13/1999,"55,700","75,800","43,500","16,700",,"30,400",1803,
6/14/1999,"52,000","74,200","43,700","16,600",,"28,000",1803,
6/15/1999,"49,600","72,400","43,800","16,800",,"25,600",1803,
6/16/1999,"45,800","70,800","43,900","17,200",,"23,000",1803,
6/17/1999,"42,900","70,500","44,100","17,800",,"21,600",1803,
6/18/1999,"40,700","70,000","44,100","18,600",,"20,400",1803,
6/19/1999,"39,200","69,600","44,200","19,400",,"19,200",1803,
6/20/1999,"36,200","68,000","44,400","20,100",,"18,500",1803,
6/21/1999,"33,700","65,200","44,500","20,600",,"18,000",1803,
6/22/1999,"32,800","62,900","44,600","20,900",,"17,300",1803,
6/23/1999,"32,000","61,100","44,800","21,300",,"16,700",1803,
6/24/1999,"31,400","59,700","44,700","22,600",,"16,100",1803,
6/25/1999,"30,400","58,000","44,700","24,200",,"15,700",1803,
6/26/1999,"29,500","56,500","44,700","25,300",,"15,100",1803,
6/27/1999,"28,300","55,000","44,800","25,600",,"14,500",1803,
6/28/1999,"27,200","54,000","44,200","25,000",,"13,800",1803,
6/29/1999,"26,100","54,200","43,900","24,100",,"12,900",1803,
6/30/1999,"25,300","53,500","44,000","23,000",,"11,900",1803,
7/1/1999,"24,700","52,100","43,900","22,000",,"11,000",1803,
7/2/1999,"24,100","51,000","43,200","20,800",,"10,500",1803,
7/3/1999,"23,400","49,600","43,000","19,800",,"9,780",1803,
7/4/1999,"22,800","47,700","42,900","18,600",,"9,170",1803,
7/5/1999,"22,100","46,400","42,400","17,700",,"8,820",1803,
7/6/1999,"21,800","45,200","42,100","17,000",,"8,170",1803,
7/7/1999,"21,600","44,300","42,400","16,500",,"7,770",1803,
7/8/1999,"21,600","43,200","42,400","16,100",,"7,350",1803,
7/9/1999,"21,300","41,800","42,200","15,800",,"7,110",1803,
7/10/1999,"20,800","40,200","41,700","15,400",,"6,930",1803,
7/11/1999,"20,600","38,900","41,400","15,100",,"6,820",1803,
7/12/1999,"20,200","37,800","41,400","14,900",,"6,770",1803,
7/13/1999,"19,900","37,100","41,300","14,800",,"6,980",1803,
7/14/1999,"19,400","37,100","41,200","14,600",,"7,270",1803,
7/15/1999,"18,700","37,100","41,000","14,400",,"7,430",1803,
7/16/1999,"18,300","36,800","40,800","14,100",,"7,460",1803,
7/17/1999,"17,700","36,100","40,600","13,900",,"7,510",1803,
7/18/1999,"17,400","35,400","40,200","13,700",,"7,750",1803,
7/19/1999,"17,100","34,400","39,800","13,600",,"7,850",1803,
7/20/1999,"16,800","33,400","40,000","13,400",,"8,040",1803,
7/21/1999,"16,400","31,800","39,800","13,500",,"8,170",1803,
7/22/1999,"16,000","30,500","39,700","13,600",,"8,300",1803,
7/23/1999,"15,700","29,600","39,600","13,400",,"8,620",1803,
7/24/1999,"15,500","28,800","39,600","13,100",,"8,910",1803,
7/25/1999,"15,100","27,800","39,400","13,300",,"8,910",1803,
7/26/1999,"14,700","27,100","39,200","13,500",,"8,820",1803,
7/27/1999,"14,400","26,400","39,100","13,800",,"8,500",1803,
7/28/1999,"14,100","25,600","38,800","13,800",,"8,140",1803,
7/29/1999,"13,900","24,900","38,400","13,600",,"7,930",1803,
7/30/1999,"13,700","24,500","38,400","13,300",,"7,530",1803,
7/31/1999,"13,600","24,100","38,000","13,000",,"7,220",1803,
8/1/1999,"13,400","23,500","37,500","13,100",,"6,930",1803,
8/2/1999,"13,300","22,600","37,000","13,600",,"6,720",1803,
8/3/1999,"13,200","22,100","36,800","14,200",,"6,460",1803,
8/4/1999,"13,100","21,400","36,700","14,300",,"6,070",1803,
8/5/1999,"13,000","21,300","36,300","14,100",,"5,600",1803,
8/6/1999,"13,000","21,700","36,200","13,700",,"5,170",1803,
8/7/1999,"12,800","21,700","36,000","13,300",,"4,910",1803,
8/8/1999,"13,000","21,100","35,800","13,000",,"4,760",1803,
8/9/1999,"13,100","21,000","35,700","12,700",,"4,630",1803,
8/10/1999,"13,100","21,900","35,400","12,500",,"4,530",1803,
8/11/1999,"12,800","24,000","35,100","12,300",,"4,450",1803,
8/12/1999,"12,800","25,700","34,900","12,100",,"4,270",1803,
8/13/1999,"12,700","27,200","34,700","12,100",,"4,050",1803,
8/14/1999,"12,800","27,600","34,300","12,100",,"3,940",1803,
8/15/1999,"13,000","27,600","34,200","12,100",,"3,920",1803,
8/16/1999,"13,100","27,400","33,900","12,200",,"3,890",1803,
8/17/1999,"13,100","27,000","33,400","12,100",,"4,050",1803,
8/18/1999,"13,200","26,700","33,300","12,200",,"4,270",1803,
8/19/1999,"13,000","26,200","32,700","12,300",,"4,780",1803,
8/20/1999,"12,800","25,800","32,000","12,400",,"5,810",1803,
8/21/1999,"12,700","25,100","31,400","12,400",,"7,220",1803,
8/22/1999,"12,600","24,800","30,900","12,100",,"9,050",1803,
8/23/1999,"12,500","24,400","30,300","11,900",,"10,700",1803,
8/24/1999,"12,600","24,600","29,300","11,700",,"12,000",1803,
8/25/1999,"12,600","25,200","27,800","11,300",,"12,600",1803,
8/26/1999,"12,700","26,300","25,900","11,100",,"12,900",1803,
8/27/1999,"13,100","27,400","24,400","10,800",,"13,100",1803,
8/28/1999,"13,300","28,800","22,500","10,900",,"13,200",1803,
8/29/1999,"13,300","30,100","21,400","10,700",,"13,100",1803,
8/30/1999,"13,400","31,100","19,800","10,500",,"12,800",1803,
8/31/1999,"13,400","31,600","18,000","10,500",,"12,500",1803,
9/1/1999,"13,400","31,800","17,200","10,500",,"12,000",1803,
9/2/1999,"13,400","31,800","16,100","10,700",,"11,400",1803,
9/3/1999,"13,500","31,400","15,200","10,800",,"10,800",1803,
9/4/1999,"13,600","31,000","14,200","10,900",,"10,200",1803,
9/5/1999,"13,800","30,100","12,800","11,000",,"9,810",1803,
9/6/1999,"13,900","29,100","12,200","11,000",,"9,340",1803,
9/7/1999,"14,000","28,100","11,800","11,000",,"8,880",1803,
9/8/1999,"14,200","27,100","11,600","10,800",,"8,420",1803,
9/9/1999,"14,500","25,900","11,900","10,700",,"8,170",1803,
9/10/1999,"14,900","24,600","11,800","10,400",,"7,930",1803,
9/11/1999,"15,800","23,300","11,600","10,100",,"7,820",1803,
9/12/1999,"16,200","22,200","11,200","9,980",,"8,060",1803,
9/13/1999,"16,500","21,200","11,100","10,100",,"8,330",1803,
9/14/1999,"16,700","20,200","11,400","10,200",,"8,470",1803,
9/15/1999,"16,600","19,400","11,200","10,500",,"8,560",1803,
9/16/1999,"16,600","19,500","11,200","10,800",,"8,820",1803,
9/17/1999,"16,600","19,200","11,100","10,800",,"8,970",1803,
9/18/1999,"16,400","18,800","10,900","10,700",,"9,140",1803,
9/19/1999,"16,500","18,300","10,700","10,600",,"9,320",1803,
9/20/1999,"16,600","18,300","10,500","10,500",,"9,370",1803,
9/21/1999,"16,600","18,400","11,400","10,500",,"9,370",1803,
9/22/1999,"16,500","18,500","11,700","10,500",,"9,230",1803,
9/23/1999,"15,700","18,800","11,600","10,500",,"8,880",1803,
9/24/1999,"15,300","19,200","11,400","10,500",,"8,680",1803,
9/25/1999,"15,200","19,600","11,600","10,500",,"8,140",1803,
9/26/1999,"15,100","20,200","11,600","10,500",,"7,770",1803,
9/27/1999,"14,900","21,600","11,600","10,500",,"7,530",1803,
9/28/1999,"14,800","23,500","12,000","10,400",,"6,770",1803,
9/29/1999,"14,800","25,400","12,000","10,300",,"5,530",1803,
9/30/1999,"14,000","26,800","11,800","10,200",,"4,960",1803,
10/1/1999,"13,900","27,700","11,400","9,810",,"4,760",1803,
10/2/1999,"13,800","28,100","11,400","9,470",,"4,310",1803,
10/3/1999,"13,800","27,800","11,300","9,190",,"4,030",1803,
10/4/1999,"13,700","27,200","11,200","8,800",,"3,740",1803,
10/5/1999,"13,500","26,300","11,300","8,530",,"3,370",1803,
10/6/1999,"13,400","24,800","11,300","8,450",,"3,160",1803,
10/7/1999,"13,400","23,000","11,100","8,200",,"2,940",1803,
10/8/1999,"13,200","22,400","10,800","8,000",,"2,770",1803,
10/9/1999,"13,000","21,100","11,600","7,900",,"2,590",1803,
10/10/1999,"13,000","19,900","12,600","7,800",,"2,550",1803,
10/11/1999,"13,100","18,200","12,700","7,750",,"2,300",1803,
10/12/1999,"13,200","16,900","12,200","7,900",,"2,060",1803,
10/13/1999,"13,200","16,000","12,200","8,160",,"1,980",1803,
10/14/1999,"13,500","16,100","11,600","8,200",,"1,920",1803,
10/15/1999,"13,600","16,600","11,000","8,050",,"1,880",1803,
10/16/1999,"13,200","16,700","11,400","7,790",,"1,800",1803,
10/17/1999,"12,800","17,400","13,500","7,520",,"1,720",1803,
10/18/1999,"12,400","17,800","13,200","7,500",,"1,610",1803,
10/19/1999,"10,900","15,600","12,400","7,400",,"1,530",1803,
10/20/1999,"10,300","13,400","11,700","7,300",,"1,460",1803,
10/21/1999,"9,860","11,600","11,200","7,250",,"1,390",1803,
10/22/1999,"9,430","10,200","11,200","7,200",,"1,360",1803,
10/23/1999,"9,040","8,720","11,200","7,180",,"1,310",1803,
10/24/1999,"8,740","7,730","11,400","7,160",,"1,290",1803,
10/25/1999,"8,550","6,970","11,700","7,140",,"1,250",1803,
10/26/1999,"8,330","6,600","12,400","7,120",,"1,200",1803,
10/27/1999,"8,290","6,110","12,400","7,100",,"1,180",1803,
10/28/1999,"8,470","5,830","12,400","7,060",,"1,140",1803,
10/29/1999,"8,730","5,520","12,000","7,000",,"1,060",1803,
10/30/1999,"9,730","5,340","11,700","6,950",,"1,010",1803,
10/31/1999,"10,800","5,220","11,600","6,850",,972,1803,
11/1/1999,"12,500","4,900","11,200","6,750",,880,1803,
11/2/1999,"12,600","4,730","11,100","6,650",,816,1803,
11/3/1999,"12,400","4,580","11,100","6,550",,785,1803,
11/4/1999,"13,000","4,440","11,100","6,400",,760,1803,
11/5/1999,"13,100","4,320","10,500","6,200",,730,1803,
11/6/1999,"13,900","4,290","10,400","6,000",,749,1803,
11/7/1999,"14,400","4,170","9,830","5,900",,757,1803,
11/8/1999,"14,500","4,080","9,240","5,800",,727,1803,
11/9/1999,"14,800","4,120","8,590","5,650",,707,1803,
11/10/1999,"14,300","4,060","8,370","5,500",,678,1803,
11/11/1999,"13,900","4,100","8,240","5,400",,645,1803,
11/12/1999,"13,200","3,970","8,100","5,250",,596,1803,
11/13/1999,"13,000","3,990","7,880","5,100",,566,1803,
11/14/1999,"12,600","3,980","7,780","4,950",,599,1803,
11/15/1999,"12,500","3,840","7,560","4,800",,624,1803,
11/16/1999,"12,100","3,710","7,340","4,650",,655,1803,
11/17/1999,"12,000","3,680","7,240","4,500",,627,1803,
11/18/1999,"11,800","3,540","7,000","4,310",,608,1803,
11/19/1999,"11,700","3,570","6,850","4,140",,551,1803,
11/20/1999,"11,600","3,360","6,680","3,990",,508,1803,
11/21/1999,"11,300","3,190","6,510","3,890",,469,1803,
11/22/1999,"11,200","3,080","6,340","3,890",,452,1803,
11/23/1999,"11,100","3,040","6,180","4,000",,445,1803,
11/24/1999,"10,800","2,920","5,960","4,130",,459,1803,
11/25/1999,"10,600","2,840","5,780","4,200",,446,1803,
11/26/1999,"10,500","2,880","5,590","4,190",,459,1803,
11/27/1999,"10,100","2,940","5,400","4,150",,445,1803,
11/28/1999,"9,910","3,000","5,260","4,120",,451,1803,
11/29/1999,"9,810","3,050","5,290","4,050",,450,1803,
11/30/1999,"9,590","3,160","5,320","3,900",,459,1803,
12/1/1999,"9,380","3,250","5,350","3,800",,447,1803,
12/2/1999,"9,050","3,360","5,380","3,600",,450,1803,
12/3/1999,"8,940","3,490","5,420","3,500",,432,1803,
12/4/1999,"8,840","3,570","5,450","3,400",,418,1803,
12/5/1999,"8,790","3,670","5,480","3,300",,389,1803,
12/6/1999,"8,740","3,680","5,510","3,160",,389,1803,
12/7/1999,"8,680","3,780","5,540","3,020",,375,1803,
12/8/1999,"8,680","3,850","5,570","2,950",,375,1803,
12/9/1999,"8,630","3,920","5,600","2,880",,361,1803,
12/10/1999,"8,420","3,990","5,630","2,780",,367,1803,
12/11/1999,"8,360","3,880","5,670","2,700",,374,1803,
12/12/1999,"8,310","3,840","5,700","2,600",,370,1803,
12/13/1999,"8,260","3,840","5,730","2,560",,373,1803,
12/14/1999,"8,210","3,730","5,760","2,530",,373,1803,
12/15/1999,"8,310","3,620","5,790","2,500",,355,1803,
12/16/1999,"8,470","3,580","5,760","2,500",,336,1803,
12/17/1999,"8,720","3,580","5,720","2,530",,336,1803,
12/18/1999,"8,850","3,550","5,690","2,550",,340,1803,
12/19/1999,"9,100","3,550","5,660","2,580",,328,1803,
12/20/1999,"9,350","3,410","5,620","2,600",,328,1803,
12/21/1999,"9,600","3,410","5,590","2,650",,328,1803,
12/22/1999,"9,750","3,440","5,550","2,720",,326,1803,
12/23/1999,"9,900","3,330","5,520","2,780",,311,1803,
12/24/1999,"9,900","3,330","5,490","2,850",,315,1803,
12/25/1999,"9,950","3,330","5,450","2,940",,323,1803,
12/26/1999,"9,950","3,300","5,420","2,980",,332,1803,
12/27/1999,"9,950","3,270","5,390","3,060",,349,1803,
12/28/1999,"9,950","3,240","5,350","3,150",,336,1803,
12/29/1999,"9,950","3,130","5,320","3,300",,324,1803,
12/30/1999,"9,900","3,100","5,280","3,380",,312,1803,
12/31/1999,"9,900","3,100","5,250","3,470",,304,1803,
1/1/2000,,,,"3,530",,285,1803,
1/2/2000,,,,"3,600",,291,1803,
1/3/2000,,,,"3,670",,296,1803,
1/4/2000,,,,"3,720",,292,1803,
1/5/2000,,,,"3,760",,304,1803,
1/6/2000,,,,"3,810",,311,1803,
1/7/2000,,,,"3,860",,310,1803,
1/8/2000,,,,"3,910",,304,1803,
1/9/2000,,,,"3,960",,299,1803,
1/10/2000,,"3,710",,"4,010",,279,1803,
1/11/2000,,"3,710",,"4,040",,279,1803,
1/12/2000,,"3,710",,"4,070",,275,1803,
1/13/2000,,"3,710",,"4,100",,274,1803,
1/14/2000,,"3,710",,"4,090",,274,1803,
1/15/2000,,"3,710",,"4,080",,258,1803,
1/16/2000,,"3,710",,"4,050",,256,1803,
1/17/2000,,"3,710",,"4,020",,256,1803,
1/18/2000,,"3,710",,"3,960",,258,1803,
1/19/2000,,"3,710",,"3,910",,259,1803,
1/20/2000,,"3,710",,"3,870",,259,1803,
1/21/2000,,"3,713",,"3,830",,243,1803,
1/22/2000,,"3,716",,"3,790",,243,1803,
1/23/2000,,"3,720",,"3,770",,242,1803,
1/24/2000,,"3,723",,"3,730",,242,1803,
1/25/2000,,"3,726",,"3,690",,240,1803,
1/26/2000,,"3,729",,"3,670",,237,1803,
1/27/2000,,"3,732",,"3,660",,237,1803,
1/28/2000,,"3,735",,"3,640",,237,1803,
1/29/2000,,"3,739",,"3,630",,227,1803,
1/30/2000,,"3,742",,"3,620",,235,1803,
1/31/2000,,"3,745",,"3,600",,235,1803,
2/1/2000,,"3,704",,"3,590",,232,1803,
2/2/2000,,"3,662",,"3,580",,235,1803,
2/3/2000,,"3,621",,"3,550",,237,1803,
2/4/2000,,"3,580",,"3,530",,226,1803,
2/5/2000,,"3,539",,"3,490",,230,1803,
2/6/2000,,"3,497",4550,"3,470",,229,1803,
2/7/2000,,"3,456",4548,"3,460",,225,1803,
2/8/2000,,"3,415",4531,"3,430",,229,1803,
2/9/2000,,"3,373",4528,"3,400",,231,1803,
2/10/2000,"10,015","3,332","4,526","3,370",,214,1803,
2/11/2000,"9,977","3,313",,"3,340",,212,1803,
2/12/2000,"9,940","3,294",,"3,320",,216,1803,
2/13/2000,"9,902","3,276",,"3,320",,218,1803,
2/14/2000,"9,864","3,257",,"3,310",,217,1803,
2/15/2000,"9,827","3,238",,"3,280",,217,1803,
2/16/2000,"9,789","3,219",,"3,260",,200,1803,
2/17/2000,"9,752","3,200",,"3,250",,200,1803,
2/18/2000,"9,714","3,182",,"3,250",,200,1803,
2/19/2000,"9,676","3,163",,"3,240",,200,1803,
2/20/2000,"9,639","3,144",,"3,210",,200,1803,
2/21/2000,"9,601","3,125",,"3,190",,199,1803,
2/22/2000,"9,563","3,107",,"3,180",,198,1803,
2/23/2000,"9,526","3,088",,"3,150",,198,1803,
2/24/2000,"9,488","3,069",,"3,130",,177,1803,
2/25/2000,"9,451","3,050",,"3,110",,176,1803,
2/26/2000,"9,413","3,031",,"3,100",,174,1803,
2/27/2000,"9,375","3,013",,"3,090",,173,1803,
2/28/2000,"9,338","2,994",,"3,090",,172,1803,
2/29/2000,"9,300","2,975",,"3,080",,170,1803,
3/1/2000,"9,285","2,959",,"3,080",,170,1803,
3/2/2000,"9,270","2,944",,"3,080",,153,1803,
3/3/2000,"9,255","2,928",,"3,080",,152,1803,
3/4/2000,"9,240","2,912",,"3,090",,152,1803,
3/5/2000,"9,225","2,896",,"3,110",,152,1803,
3/6/2000,"9,210","2,881","4,200","3,130",,152,1803,
3/7/2000,"9,195","2,865","4,169","3,120",,153,1803,
3/8/2000,"9,180","2,849","4,167","3,130",,155,1803,
3/9/2000,"9,165","2,833","4,164","3,130",,155,1803,
3/10/2000,"9,150","2,818","4,162","3,140",,155,1803,
3/11/2000,"9,135","2,812","4,158","3,130",,155,1803,
3/12/2000,"9,120","2,806","4,153","3,110",,136,1803,
3/13/2000,"9,105","2,801","4,149","3,100",,138,1803,
3/14/2000,"9,090","2,795","4,144","3,090",,138,1803,
