"Version compiled and posted on 04 April, 2018",,,,,,,,
"For real-time updates of the Arctic GRO dataset, please visit: www.arcticgreatrivers.org/data",,,,,,,,
,,,,,,,,
Date,Yenisey,Lena,Ob',Mackenzie,Yukon,Kolyma,Kolyma ,Notes
mm-dd-yyyy,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,Station ID,
6/4/2004,"110,080","26,488","36,249","22,500","17,217","28,700",1803,
6/5/2004,"106,200","50,632","35,853","22,000","17,387","23,100",1803,
6/6/2004,"109,980","74,250","35,643","21,500","17,528","22,200",1803,
6/7/2004,"111,735","77,473","35,822","21,000","17,670","21,900",1803,
6/8/2004,"109,610","76,560","36,200","20,600","17,811","21,400",1803,
6/9/2004,"105,395","80,640","35,500","20,300","18,009","21,000",1803,
6/10/2004,"104,000","83,600","35,600","20,000","18,123","20,300",1803,
6/11/2004,"103,000","84,000","35,400","19,800","18,179","19,300",1803,
6/12/2004,"99,800","84,460","35,400","19,600","18,264","18,600",1803,
6/13/2004,"99,600","74,146","35,200","19,300","18,264","17,700",1803,
6/14/2004,"98,500","67,957","34,400","18,900","18,179","16,800",1803,
6/15/2004,"96,800","62,686","34,500","18,600","18,094","16,300",1803,
6/16/2004,"94,500","61,248","34,600","18,300","17,925","15,600",1803,
6/17/2004,"93,100","60,840","34,500","18,300","17,755","15,300",1803,
6/18/2004,"90,600","61,313","34,600","18,300","17,585","14,900",1803,
6/19/2004,"86,600","62,473","34,500","18,100","17,415","14,200",1803,
6/20/2004,"87,000","65,000","34,600","17,900","17,188","13,900",1803,
6/21/2004,"77,600","64,500","35,100","17,700","16,990","12,900",1803,
6/22/2004,"72,600","65,100","34,400","17,400","16,764","12,600",1803,
6/23/2004,"68,900","65,900","33,700","17,200","16,509","12,500",1803,
6/24/2004,"63,600","65,600","33,600","16,900","16,254","12,600",1803,
6/25/2004,"59,200","66,900","33,400","16,700","15,942","12,600",1803,
6/26/2004,"54,900","68,900","33,400","16,300","15,631","12,700",1803,
6/27/2004,"51,000","70,100","33,000","16,000","15,291","12,900",1803,
6/28/2004,"47,600","71,000","32,700","15,800","14,923","13,000",1803,
6/29/2004,"44,000","70,667","32,700","15,600","14,555","13,300",1803,
6/30/2004,"39,200","70,333","32,400","15,400","14,187","13,100",1803,
7/1/2004,"37,700","70,000","31,800","15,200","13,819","13,200",1803,
7/2/2004,"35,500","69,700","31,600","14,900","13,479","13,500",1803,
7/3/2004,"28,970","70,400","31,400","14,700","13,139","13,800",1803,
7/4/2004,"28,200","70,400","31,300","14,300","12,856","13,900",1803,
7/5/2004,"27,980","69,900","30,900","14,300","12,629","13,900",1803,
7/6/2004,"26,940","69,400","30,500","14,100","12,403","13,800",1803,
7/7/2004,"24,440","67,200","30,100","13,700","12,233","13,500",1803,
7/8/2004,"22,150","65,900","29,700","13,400","12,091","13,100",1803,
7/9/2004,"21,240","63,800","29,600","12,900","11,950","12,500",1803,
7/10/2004,"20,860","62,500","29,400","12,800","11,751","12,000",1803,
7/11/2004,"20,430","59,600","29,300","12,600","11,553","11,100",1803,
7/12/2004,"20,010","56,600","29,300","12,500","11,327","10,400",1803,
7/13/2004,"19,910","54,000","28,900","12,500","11,072","10,000",1803,
7/14/2004,"20,220","51,000","28,600","12,700","10,874","9,290",1803,
7/15/2004,"20,640","48,600","28,300","12,800","10,675","8,040",1803,
7/16/2004,"20,890","46,600","28,100","12,900","10,506","7,210",1803,
7/17/2004,"20,890","43,600","27,800","12,900","10,477","6,590",1803,
7/18/2004,"20,760","41,400","27,700","12,700","10,222","6,300",1803,
7/19/2004,"20,640","39,100","27,500","12,500","10,052","6,280",1803,
7/20/2004,"20,600","36,900","27,300","12,400","9,939","6,300",1803,
7/21/2004,"20,660","35,800","27,100","12,300","9,826","6,200",1803,
7/22/2004,"20,850","34,500","26,900","12,100","9,826","6,100",1803,
7/23/2004,"21,100","33,600","26,900","11,800","9,571","6,020",1803,
7/24/2004,"21,200","32,400","26,800","11,700","9,373","5,890",1803,
7/25/2004,"20,630","31,300","26,600","11,600","8,948","5,840",1803,
7/26/2004,"19,950","30,300","26,400","11,400","8,722","5,990",1803,
7/27/2004,"19,840","28,700","26,300","11,300","8,637","5,940",1803,
7/28/2004,"19,690","26,900","26,000","11,300","8,608","5,890",1803,
7/29/2004,"19,220","25,300","25,400","11,600","8,580","5,780",1803,
7/30/2004,"18,340","24,000","25,200","11,500","8,608","5,760",1803,
7/31/2004,"17,390","22,800","24,900","11,500","8,637","5,710",1803,
8/1/2004,"16,700","22,100","24,100","11,900","8,665","5,840",1803,
8/2/2004,"16,050","21,400","23,200","12,300","8,693","6,040",1803,
8/3/2004,"15,630","21,500","22,600","12,500","8,693","6,200",1803,
8/4/2004,"15,640","22,300","22,000","12,400","8,693","6,230",1803,
8/5/2004,"15,640","23,000","20,200","12,100","8,693","6,360",1803,
8/6/2004,"15,510","23,800","19,600","11,700","8,693","6,280",1803,
8/7/2004,"15,360","24,600","18,800","11,400","8,637","6,000",1803,
8/8/2004,"15,210","25,100","17,600","11,200","8,580","6,020",1803,
8/9/2004,"15,090","25,700","17,500","11,100","8,637","6,020",1803,
8/10/2004,"15,020","26,300","16,800","11,000","8,693","5,970",1803,
8/11/2004,"14,970","27,100","15,900","10,900","8,722","6,120",1803,
8/12/2004,"14,890","27,900","15,200","10,800","8,722","6,540",1803,
8/13/2004,"14,640","30,800","13,900","10,500","8,863","7,290",1803,
8/14/2004,"14,290","32,700","13,400","10,600","9,175","8,170",1803,
8/15/2004,"14,090","34,900","12,600","10,600","9,345","9,030",1803,
8/16/2004,"13,990","36,000","12,900","10,500","9,458","9,580",1803,
8/17/2004,"14,550","36,200","12,800","10,200","9,486","9,890",1803,
8/18/2004,"16,090","36,000","12,200","10,100","9,458","9,920",1803,
8/19/2004,"17,540","35,500","11,800","9,900","9,430","9,890",1803,
8/20/2004,"18,300","35,000","11,000","9,720","9,345","9,610",1803,
8/21/2004,"18,710","34,000","10,700","9,450","9,175","9,230",1803,
8/22/2004,"19,030","33,100","10,600","9,150","9,033","8,680",1803,
8/23/2004,"18,970","32,200","10,600","8,990","8,891","8,120",1803,
8/24/2004,"18,460","31,100","10,800","8,930","8,778","7,640",1803,
8/25/2004,"18,200","30,200","10,800","8,730","8,693","7,290",1803,
8/26/2004,"18,410","29,400","10,600","8,630","8,665","7,030",1803,
8/27/2004,"18,640","29,400","10,400","8,550","8,608","6,510",1803,
8/28/2004,"18,730","29,400","10,200","8,450","8,552","6,020",1803,
8/29/2004,"18,780","29,400","10,100","8,440","8,467","5,840",1803,
8/30/2004,"18,830","30,000","10,200","8,630","8,438","5,630",1803,
8/31/2004,"18,910","30,600","10,200","8,640","8,353","5,200",1803,
9/1/2004,"19,010","30,200","9,480","8,660","8,325","4,890",1803,
9/2/2004,"19,110","29,600","9,320","8,820","8,212","4,580",1803,
9/3/2004,"19,000","28,800","9,210","8,920","8,070","4,310",1803,
9/4/2004,"18,660","27,800","9,250","8,880","7,929","4,070",1803,
9/5/2004,"18,380","26,700","9,560","8,870","7,787","3,960",1803,
9/6/2004,"18,150","25,800","10,600","8,790","7,646","3,830",1803,
9/7/2004,"17,840","24,500","10,700","8,720","7,504","3,720",1803,
9/8/2004,"17,520","23,100","10,600","8,770","7,306","3,940",1803,
9/9/2004,"17,190","22,000","10,200","8,850","7,108","3,870",1803,
9/10/2004,"16,840","20,700","10,000","8,930","6,938","3,870",1803,
9/11/2004,"16,580","20,100","9,880","8,970","6,768","3,850",1803,
9/12/2004,"16,410","19,400","9,480","8,940","6,598","3,850",1803,
9/13/2004,"16,200","18,900","9,320","8,830","6,456","3,920",1803,
9/14/2004,"16,100","18,700","9,250","8,740","6,315","4,090",1803,
9/15/2004,"16,370","18,500","9,480","8,600","6,173","4,380",1803,
9/16/2004,"16,970","18,600","9,170","8,560","6,031","4,630",1803,
9/17/2004,"17,820","19,900","9,320","8,470","5,947","4,820",1803,
9/18/2004,"18,710","21,400","9,400","8,440","5,890","5,090",1803,
9/19/2004,"19,380","22,500","9,560","8,450","5,833","5,550",1803,
9/20/2004,"20,110","23,500","9,800","8,510","5,777","6,170",1803,
9/21/2004,"20,990","24,300","9,920","8,580","5,748","6,670",1803,
9/22/2004,"21,560","24,500","10,100","8,550","5,720","6,900",1803,
9/23/2004,"21,760","24,600","10,200","8,480","5,663","6,950",1803,
9/24/2004,"21,740","24,500","10,400","8,360","5,578","7,010",1803,
9/25/2004,"21,580","24,400","10,300","8,340","5,493","7,060",1803,
9/26/2004,"21,410","24,300","10,100","8,400","5,380","7,110",1803,
9/27/2004,"21,230","24,000","9,840","8,370","5,267","7,210",1803,
9/28/2004,"21,030","23,700","9,640","8,440","5,154","7,320",1803,
9/29/2004,"20,740","23,900","9,360","8,650","5,040","7,420",1803,
9/30/2004,"20,330","24,100","9,170","8,730","4,955","7,510",1803,
10/1/2004,"19,880","24,100","9,060","8,680","4,899","7,540",1803,
10/2/2004,"19,370","24,000","8,920","8,520","4,814","7,610",1803,
10/3/2004,"18,880","23,900","8,830","8,370","4,701","7,770",1803,
10/4/2004,"18,490","23,900","8,990","8,260","4,616","8,010",1803,
10/5/2004,"18,140","24,000","9,100","8,370","4,531","7,980",1803,
10/6/2004,"17,820","24,300","9,130","8,520","4,474","7,820",1803,
10/7/2004,"17,640","24,800","9,360","8,540","4,417","7,610",1803,
10/8/2004,"17,570","25,500","9,290","8,440","4,304","7,100",1803,
10/9/2004,"17,460","25,900","8,890","8,380","4,304","6,580",1803,
10/10/2004,"17,310","26,189","8,800","8,400","4,276","6,000",1803,
10/11/2004,"17,130","26,203","8,920","8,430","4,276","5,560",1803,
10/12/2004,"16,930","26,496","9,060","8,360","4,248","4,810",1803,
10/13/2004,"16,820","26,410","8,800","8,370","4,191","4,350",1803,
10/14/2004,"16,800","26,412","9,600","8,290","4,163","3,980",1803,
10/15/2004,"16,860","26,399","9,480","8,300","4,163","3,870",1803,
10/16/2004,"17,020","24,883","9,210","8,220","4,276","3,780",1803,
10/17/2004,"17,100","23,120","9,060","8,150","4,276","3,620",1803,
10/18/2004,"16,995","21,492","10,600","8,090","4,248","3,430",1803,
10/19/2004,"16,890","20,549","10,300","8,000","4,248","3,290",1803,
10/20/2004,"16,790","18,949","10,400","7,740","4,219","3,140",1803,
10/21/2004,"16,720","17,976","10,400","7,430","4,191","2,960",1803,
10/22/2004,"16,640","17,680","10,400","7,120","4,163","2,580",1803,
10/23/2004,"16,450","17,725","10,400","7,090","4,134","2,320",1803,
10/24/2004,"16,170","17,645","10,223","6,900","4,106","2,150",1803,
10/25/2004,"15,780","16,106","9,600","6,780","4,078","1,980",1803,
10/26/2004,"15,390","14,457","9,091","6,650","4,049","1,810",1803,
10/27/2004,"15,160","12,752","8,374","6,500","4,021","1,630",1803,
10/28/2004,"14,980","11,473","7,945","6,400","3,993","1,460",1803,
10/29/2004,"14,750","10,564","7,680","6,250","3,964","1,330",1803,
10/30/2004,"14,410","9,968","7,561","6,100","3,936","1,240",1803,
10/31/2004,"13,572","9,098","7,531","5,900","3,908","1,220",1803,
11/1/2004,"14,150","8,553","7,081","5,700","3,851","1,150",1803,
11/2/2004,"14,679","8,016","6,826","5,500","3,794","1,150",1803,
11/3/2004,"15,159","7,758","6,750","5,150","3,738","1,130",1803,
11/4/2004,"15,591","7,500","6,625","4,740","3,681","1,080",1803,
11/5/2004,"15,973","6,999","6,448","4,650","3,625","1,040",1803,
11/6/2004,"16,308","6,755","6,323","4,730","3,540","1,030",1803,
11/7/2004,"16,593","6,499","6,224","4,730","3,455","1,000",1803,
11/8/2004,"17,062","6,257","6,126","4,660","3,398","1,000",1803,
11/9/2004,"17,504","6,042","6,174","4,650","3,341",976,1803,
11/10/2004,"18,807","6,150","6,149","4,690","3,285",952,1803,
11/11/2004,,"6,007",6051,"4,760","3,228",944,1803,
11/12/2004,,"5,863",6026,"4,780","3,171",940,1803,
11/13/2004,,"5,906",6026,"4,780","3,115",917,1803,
11/14/2004,,"5,761",5905,"4,800","3,058",913,1803,
11/15/2004,,"5,801",5902,"4,400","3,002",882,1803,
11/16/2004,,"5,646",5856,"4,410","2,945",878,1803,
11/17/2004,,"5,657",5688,"4,420","2,888",855,1803,
11/18/2004,,"5,673",5640,"4,350","2,832",844,1803,
11/19/2004,,"5,505",5663,"4,250","2,832",817,1803,
11/20/2004,,"5,412",5574,"4,100","2,803",806,1803,
11/21/2004,,"5,495",5593,"3,900","2,775",806,1803,
11/22/2004,,"5,417",5593,"3,500","2,747",803,1803,
11/23/2004,,"5,488",5570,"3,350","2,718",781,1803,
11/24/2004,,"5,400",5570,"3,250","2,690",781,1803,
11/25/2004,,"5,331",5570,"3,150","2,633",758,1803,
11/26/2004,,"5,241",5546,"3,100","2,577",758,1803,
11/27/2004,,"5,311",5569,"3,000","2,520",751,1803,
11/28/2004,,"5,226",5591,"2,950","2,464",729,1803,
11/29/2004,,"5,147",5590,"2,900","2,407",704,1803,
11/30/2004,,"5,274",5589,"2,870","2,350",704,1803,
12/1/2004,,"5,295",5611,"2,830","2,265",704,1803,
12/2/2004,,"5,302",5632,"2,800","2,209",704,1803,
12/3/2004,,"5,312",5607,"2,780","2,152",685,1803,
12/4/2004,,"5,319",5605,"2,750","2,095",663,1803,
12/5/2004,,"5,180",5603,"2,730","2,039",699,1803,
12/6/2004,,"5,193",5578,"2,750","1,982",647,1803,
12/7/2004,,"5,196",5575,"2,800","1,926",647,1803,
12/8/2004,,"5,071",5550,"2,830","1,897",647,1803,
12/9/2004,"15,131","5,073","5,525","2,850","1,869",624,1803,
12/10/2004,"15,018","4,942","5,555","2,900","1,841",624,1803,
12/11/2004,"14,783","4,951","5,576","2,930","1,812",602,1803,
12/12/2004,"14,577","4,966","5,596","2,960","1,784",602,1803,
12/13/2004,"14,373","4,982","5,616","3,000","1,756",580,1803,
12/14/2004,"14,170","4,997","5,581","3,070","1,727",580,1803,
12/15/2004,"13,969","4,875","5,547","3,140","1,699",580,1803,
12/16/2004,"13,769","4,882","5,565","3,210","1,671",558,1803,
12/17/2004,"13,570","4,897","5,530","3,290","1,671",558,1803,
12/18/2004,"13,373","4,772","5,547","3,360","1,642",558,1803,
12/19/2004,"13,178","4,645","5,512","3,430","1,642",535,1803,
12/20/2004,"13,031","4,635","5,477","3,500","1,614",535,1803,
12/21/2004,"12,968","4,654","5,441","3,600","1,614",535,1803,
12/22/2004,"12,905","4,676","5,406","3,800","1,586",528,1803,
12/23/2004,"12,842","4,695","5,421","4,000","1,586",499,1803,
12/24/2004,"12,780","4,569","5,386","4,300","1,586",492,1803,
12/25/2004,"12,718","4,588","5,400","4,400","1,557",492,1803,
12/26/2004,"12,655","4,605","5,450","4,430","1,557",485,1803,
12/27/2004,"12,593","4,476","5,500","4,420","1,557",458,1803,
12/28/2004,"12,531","4,494","5,624","4,410","1,529",449,1803,
12/29/2004,"12,470","4,512","5,587","4,400","1,529",442,1803,
12/30/2004,"12,408","4,530","5,550","4,380","1,529",440,1803,
12/31/2004,"12,352","4,560","5,513","4,360","1,501",433,1803,
1/1/2005,"12,405","4,557","5,476","4,350","1,501",433,1803,
1/2/2005,"12,457","4,705","5,390","4,340","1,501",436,1803,
1/3/2005,"12,509","4,853","5,390","4,320","1,472",440,1803,
1/4/2005,"12,561","5,001","5,390","4,310","1,472",447,1803,
1/5/2005,"12,612","5,149","5,341","4,290","1,444",449,1803,
1/6/2005,"12,663","5,145","5,341","4,270","1,444",458,1803,
1/7/2005,"12,713","5,277","5,292","4,250","1,430",460,1803,
1/8/2005,"12,763","5,298","5,292","4,230","1,430",464,1803,
1/9/2005,"12,845","5,319","5,292","4,200","1,416",469,1803,
1/10/2005,"12,920","5,313","5,292","4,190","1,416",469,1803,
1/11/2005,"12,929","5,313","5,194","4,180","1,402",458,1803,
1/12/2005,"12,938","5,356","5,145","4,170","1,402",458,1803,
1/13/2005,"12,947","5,376","5,165","4,160","1,388",466,1803,
1/14/2005,"12,956","5,413","5,131","4,140","1,388",460,1803,
1/15/2005,"12,964","5,517","4,998","4,120","1,373",442,1803,
1/16/2005,"12,973","5,554","4,964","4,100","1,373",431,1803,
1/17/2005,"12,982","5,597","4,833","4,080","1,359",436,1803,
1/18/2005,"12,991","5,657","4,781","4,060","1,359",462,1803,
1/19/2005,"13,000","5,624","4,808","4,040","1,345",453,1803,
1/20/2005,"13,150","5,573","4,737","4,020","1,345",455,1803,
1/21/2005,"13,185","5,543","4,685","4,000","1,331",470,1803,
1/22/2005,"13,220","5,513","4,815","3,990","1,331",470,1803,
1/23/2005,"13,255","5,460","4,763","3,980","1,317",473,1803,
1/24/2005,"13,290","5,424","4,730","3,970","1,317",480,1803,
1/25/2005,"13,325","5,434","4,743","3,960","1,303",483,1803,
1/26/2005,"13,360","5,414","4,653","3,950","1,303",480,1803,
1/27/2005,"13,395","5,378","4,657","3,940","1,288",480,1803,
1/28/2005,"13,430","5,383","4,626","3,930","1,288",480,1803,
1/29/2005,"13,465","5,365","4,594","3,920","1,274",480,1803,
1/30/2005,"13,500","5,352","4,637","3,910","1,274",487,1803,
1/31/2005,"13,500","5,358","4,606","3,900","1,260",487,1803,
2/1/2005,"13,500","5,292","4,555","3,890","1,260",487,1803,
2/2/2005,"13,500","5,245","4,660","3,880","1,246",487,1803,
2/3/2005,"13,500","5,234","4,552","3,870","1,246",487,1803,
2/4/2005,"13,500","5,202","4,544","3,860","1,232",480,1803,
2/5/2005,"13,500","5,185","4,535","3,850","1,232",475,1803,
2/6/2005,"13,500","5,168","4,585","3,840","1,232",473,1803,
2/7/2005,"13,500","5,150","4,585","3,830","1,232",463,1803,
2/8/2005,"13,500","5,101","4,585","3,820","1,232",458,1803,
2/9/2005,"13,500","5,089","4,595","3,810","1,218",466,1803,
2/10/2005,"13,350","5,089","4,565","3,800","1,218",466,1803,
2/11/2005,"13,311","5,079","4,520","3,790","1,218",458,1803,
2/12/2005,"13,272","5,101","4,450","3,780","1,218",449,1803,
2/13/2005,"13,233","5,129","4,435","3,780","1,218",442,1803,
2/14/2005,"13,194","5,155","4,390","3,770","1,218",434,1803,
2/15/2005,"13,156","5,203","4,371","3,770","1,218",427,1803,
2/16/2005,"13,117","5,246","4,386","3,760","1,218",418,1803,
2/17/2005,"13,078","5,276","4,356","3,760","1,203",406,1803,
2/18/2005,"13,039","5,266","4,371","3,750","1,203",403,1803,
2/19/2005,"13,000","5,291","4,400","3,750","1,203",394,1803,
2/20/2005,"12,970","5,295","4,430","3,740","1,203",379,1803,
2/21/2005,"12,960","5,270","4,447","3,740","1,203",367,1803,
2/22/2005,"12,950","5,280","4,439","3,730","1,203",360,1803,
2/23/2005,"12,940","5,211","4,416","3,730","1,203",362,1803,
2/24/2005,"12,930","5,126","4,408","3,720","1,203",367,1803,
2/25/2005,"12,920","5,038","4,380","3,720","1,203",370,1803,
2/26/2005,"12,910","4,970","4,392","3,710","1,189",374,1803,
2/27/2005,"12,900","4,831","4,399","3,710","1,189",370,1803,
2/28/2005,"12,915","4,822","4,406","3,700","1,189",362,1803,
3/1/2005,"12,919","4,825","4,398","3,700","1,189",362,1803,
3/2/2005,"12,923","4,807","4,390","3,690","1,189",362,1803,
3/3/2005,"12,927","4,779","4,382","3,690","1,189",360,1803,
3/4/2005,"12,931","4,738","4,374","3,690","1,189",360,1803,
3/5/2005,"12,934","4,663","4,366","3,690","1,189",353,1803,
3/6/2005,"12,938","4,585","4,343","3,680","1,189",350,1803,
3/7/2005,"12,942","4,511","4,320","3,680","1,175",358,1803,
3/8/2005,"12,946","4,470","4,312","3,680","1,175",360,1803,
3/9/2005,"12,950","4,414","4,284","3,680","1,175",362,1803,
3/10/2005,"12,905","4,385","4,276","3,680","1,175",360,1803,
3/11/2005,"12,900","4,332","4,266","3,680","1,175",362,1803,
3/12/2005,"12,894","4,300","4,240","3,680","1,175",362,1803,
3/13/2005,"12,889","4,246","4,229","3,680","1,175",358,1803,
3/14/2005,"12,883","4,214","4,204","3,680","1,175",362,1803,
3/15/2005,"12,878","4,166","4,193","3,680","1,175",360,1803,
3/16/2005,"12,872","4,143","4,183","3,670","1,175",353,1803,
3/17/2005,"12,867","4,110","4,172","3,670","1,175",353,1803,
3/18/2005,"12,861","4,087","4,161","3,670","1,175",358,1803,
3/19/2005,"12,856","4,037","4,151","3,670","1,175",360,1803,
3/20/2005,"12,850","3,986","4,140","3,670","1,175",362,1803,
3/21/2005,"12,850","3,943","4,130","3,670","1,175",362,1803,
3/22/2005,"12,850","3,916","4,119","3,670","1,175",360,1803,
3/23/2005,"12,850","3,883","4,108","3,670","1,175",362,1803,
3/24/2005,"12,850","3,840","4,037","3,670","1,175",360,1803,
3/25/2005,"12,850","3,812","4,035","3,670","1,161",360,1803,
3/26/2005,"12,850","3,769","4,032","3,660","1,161",362,1803,
3/27/2005,"12,850","3,742","4,029","3,660","1,161",360,1803,
3/28/2005,"12,850","3,693","4,105","3,660","1,161",360,1803,
3/29/2005,"12,850","3,682","4,094","3,660","1,161",362,1803,
3/30/2005,"12,850","3,654","4,037","3,660","1,161",367,1803,
3/31/2005,"12,760","3,610","4,035","3,660","1,161",362,1803,
4/1/2005,"12,745","3,589","4,032","3,670","1,161",362,1803,
4/2/2005,"12,730","3,537","4,029","3,680","1,161",360,1803,
4/3/2005,"12,715","3,485","4,038","3,690","1,161",362,1803,
4/4/2005,"12,700","3,444","4,035","3,700","1,161",370,1803,
4/5/2005,"12,685","3,393","4,042","3,710","1,161",370,1803,
4/6/2005,"12,670","3,357","4,021","3,720","1,161",370,1803,
4/7/2005,"12,655","3,322","4,028","3,730","1,161",370,1803,
4/8/2005,"12,640","3,257","4,071","3,740","1,161",367,1803,
4/9/2005,"12,625","3,207","4,066","3,750","1,161",362,1803,
4/10/2005,"12,610","3,164","4,063","3,760","1,161",362,1803,
4/11/2005,"12,595","3,180","4,070","3,780","1,161",362,1803,
4/12/2005,"12,580","3,176","4,063","3,800","1,161",362,1803,
4/13/2005,"12,565","3,200","4,070","3,820","1,161",360,1803,
4/14/2005,"12,550","3,224","4,066","3,850","1,161",360,1803,
4/15/2005,"12,565","3,292","4,063","3,870","1,161",358,1803,
4/16/2005,"12,605","3,346","4,070","3,900","1,161",358,1803,
4/17/2005,"12,640","3,385","4,071","3,920","1,161",358,1803,
4/18/2005,"12,650","3,409","4,027","3,960","1,161",353,1803,
4/19/2005,"12,635","3,432","4,089","3,990","1,161",353,1803,
4/20/2005,"12,580","3,446","4,117","4,000","1,161",353,1803,
4/21/2005,"12,520","3,461","4,103","4,030","1,189",353,1803,
4/22/2005,"12,435","3,461","4,117","4,050","1,359",353,1803,
4/23/2005,"12,350","3,480","4,161","4,080","1,586",358,1803,
4/24/2005,"12,265","3,480","4,224","4,100","1,727",358,1803,
4/25/2005,"12,210","3,535","4,283","4,150","1,897",360,1803,
4/26/2005,"12,200","3,565","4,371","4,180","2,124",362,1803,
4/27/2005,"12,200","3,594","4,415","4,250","2,832",367,1803,
4/28/2005,"12,290","3,566","4,625","4,300","3,681",385,1803,
4/29/2005,"12,485","3,552","4,779","4,370","4,672",390,1803,
4/30/2005,"12,650","3,527","5,023","4,400","5,805",393,1803,
5/1/2005,"12,640","3,524","5,291","4,470","7,079",408,1803,
5/2/2005,"12,570","3,520","5,565","4,570","8,212",416,1803,
5/3/2005,"12,745","3,501","6,056","4,750","9,203",416,1803,
5/4/2005,"13,085","3,483","6,343","4,900","11,327",416,1803,
5/5/2005,"13,175","3,478","6,851","5,100","12,743",416,1803,
5/6/2005,"13,198","3,460","7,370","5,400","15,008",419,1803,
5/7/2005,"13,314","3,441","7,988","6,000","17,556",416,1803,
5/8/2005,"13,393","3,452","8,740","6,500","21,238",408,1803,
5/9/2005,"13,944","3,449","9,400","7,250","23,220",400,1803,
5/10/2005,"14,446","3,518","9,840","15,800","26,335",398,1803,
5/11/2005,"15,103","3,669","10,413","20,000","32,564",393,1803,
5/12/2005,"15,694","3,851","10,875","24,000","32,848",390,1803,
5/13/2005,"15,947","4,129","11,985","27,500","32,848",393,1803,
5/14/2005,"16,545","4,836","13,065","29,000","33,131",400,1803,
5/15/2005,"17,150","6,621","14,306","29,500","33,131",416,1803,
5/16/2005,"17,477","8,561","15,818","29,300","33,414",434,1803,
5/17/2005,"17,824","10,090","17,255","28,800","33,414",467,1803,
5/18/2005,"19,141","11,123","19,143","27,500","30,582",524,1803,
5/19/2005,"22,545","12,033","21,769","26,000","26,391",563,1803,
5/20/2005,"24,030","12,595","24,706","25,400","23,531",605,1803,
5/21/2005,"27,282","13,002","28,495","24,800","21,832",722,1803,
5/22/2005,"33,170","13,316","33,300","24,500","20,983",903,1803,
5/23/2005,"41,153","14,440","33,766","25,900","20,501","1,150",1803,
5/24/2005,"47,833","16,455","33,595","27,700","19,992","1,650",1803,
5/25/2005,"75,154","18,812","33,508","28,700","19,652","2,240",1803,
5/26/2005,"87,618","21,412","33,787","28,900","19,907","2,710",1803,
5/27/2005,"96,562","31,374","33,691","27,500","20,218","3,270",1803,
5/28/2005,"105,340","30,025","33,778","26,400","20,303","4,110",1803,
5/29/2005,"110,446","58,960","34,052","25,500","20,473","5,000",1803,
5/30/2005,"115,500","63,809","34,135","24,800","20,473","6,050",1803,
5/31/2005,"117,597","72,188","34,408","24,300","20,416","7,620",1803,
6/1/2005,"123,868","80,850","34,583","23,900","20,275","9,600",1803,
6/2/2005,"114,000","88,541","34,462","23,400","20,105","11,300",1803,
6/3/2005,"113,680","81,840","34,532","23,100","19,992","11,800",1803,
6/4/2005,"112,763","87,840","34,800","23,100","19,850","12,000",1803,
6/5/2005,"111,122","94,240","34,800","23,200","19,793","12,300",1803,
6/6/2005,"110,778","96,000","34,800","23,400","19,850","11,800",1803,
6/7/2005,"96,360","82,820","34,400","23,700","19,709","11,500",1803,
6/8/2005,"91,774","69,462","33,200","24,500","19,567","10,800",1803,
6/9/2005,"90,520","61,726","33,200","25,900","19,624","10,300",1803,
6/10/2005,"85,050","57,574","33,200","26,100","19,850","9,800",1803,
6/11/2005,"80,160","55,854","32,500","26,500","20,020","9,030",1803,
6/12/2005,"74,760","53,550","32,300","26,500","20,077","8,420",1803,
6/13/2005,"70,458","53,311","32,200","26,000","19,935","7,560",1803,
6/14/2005,"64,940","52,013","32,200","25,200","19,765","7,210",1803,
6/15/2005,"60,062","52,500","31,900","24,600","19,510","6,640",1803,
6/16/2005,"53,410","50,800","31,700","24,000","19,255","6,330",1803,
6/17/2005,"50,410","49,900","31,300","23,500","18,944","6,020",1803,
6/18/2005,"45,172","49,000","31,100","22,700","18,491","5,940",1803,
6/19/2005,"41,031","48,000","30,900","21,800","18,293","5,890",1803,
6/20/2005,"37,726","48,900","30,700","21,100","17,981","5,730",1803,
6/21/2005,"36,700","49,600","30,500","20,600","17,726","5,730",1803,
6/22/2005,"29,730","51,300","30,500","20,300","17,500","6,200",1803,
6/23/2005,"28,910","52,000","29,900","19,600","17,273","6,880",1803,
6/24/2005,"28,300","52,700","30,100","19,000","17,047","7,370",1803,
6/25/2005,"28,310","53,600","29,800","18,400","16,905","7,480",1803,
6/26/2005,"27,610","53,400","29,600","18,000","16,707","7,320",1803,
6/27/2005,"27,210","52,600","29,600","17,500","16,424","7,560",1803,
6/28/2005,"26,540","51,600","29,200","17,100","16,141","7,770",1803,
6/29/2005,"25,660","49,900","29,200","16,900","15,857","7,880",1803,
6/30/2005,"25,000","47,800","29,000","16,800","15,574","7,510",1803,
7/1/2005,"23,530","46,300","28,800","16,800","15,234","7,030",1803,
7/2/2005,"22,870","44,200","28,500","16,600","14,781","7,010",1803,
7/3/2005,"22,160","42,300","28,500","16,500","14,442","6,980",1803,
7/4/2005,"21,810","40,400","28,300","16,300","14,045","7,010",1803,
7/5/2005,"21,690","38,600","28,000","16,000","13,734","6,770",1803,
